"id","nome_campanha","data_inicio","data_fim","orcamento","publico_alvo","canais_divulgacao","tipo_campanha","taxa_conversao","impressoes"
1175,"Campanha 175","2024-11-29","2024-12-13","87748.64","Publico Alvo 1","Google",NULL,"21.75","7000000"
1176,"Campanha 176","2022-06-23","2022-07-08","32987.43","Publico Alvo 2",NULL,NULL,"1.50","2000000"
1177,"Campanha 177","2024-06-18","2024-06-22",NULL,"Publico Alvo 3",NULL,"Divulgação","27.96","8000000"
1178,"Campanha 178","2024-07-15","2024-07-24","70878.28","Publico Alvo 4",NULL,"Divulgação","25.13","9000000"
1179,"Campanha 179","2023-04-08","2023-05-05",NULL,"Publico Alvo 5",NULL,"Mais Seguidores","29.70","5000000"
1180,"Campanha 180","2023-01-26","2023-02-07","55495.56","Publico Alvo 1","Sites de Notícias","Divulgação","24.01","8000000"
1181,"Campanha 181","2022-01-01","2022-01-31",NULL,"Publico Alvo 2",NULL,NULL,"19.56","7000000"
1182,"Campanha 182","2024-03-16","2024-03-19",NULL,"Publico Alvo 3","Sites de Notícias",NULL,"21.16","6000000"
1183,"Campanha 183","2024-11-01","2024-11-23","58788.37","Publico Alvo 4","Redes Sociais","Mais Seguidores","27.83","6000000"
1184,"Campanha 184","2021-10-23","2021-10-27","47554.28","Publico Alvo 5","Sites de Notícias","Promocional","23.23","3000000"
1185,"Campanha 185","2021-12-15","2022-01-05","17213.73","?","Google","Promocional","16.11","8000000"
1186,"Campanha 186","2022-06-12","2022-06-22",NULL,"Publico Alvo 2","Google","Promocional","4.69","2000000"
1187,"Campanha 187","2022-09-23","2022-09-29",NULL,"Publico Alvo 3",NULL,"Mais Seguidores","4.39","8000000"
1188,"Campanha 188","2022-06-06","2022-07-03","95109.37","Publico Alvo 4","Google","Divulgação","3.52","2000000"
1189,"Campanha 189","2023-06-25","2023-06-30",NULL,"?","Sites de Notícias","Promocional","2.76","4000000"
1190,"Campanha 190","2022-03-21","2022-03-31","55779.41","Publico Alvo 1","Redes Sociais","Mais Seguidores","1.19","6000000"
1191,"Campanha 191","2024-05-21","2024-06-03",NULL,"Publico Alvo 2","Google","Promocional","20.41","1000000"
1192,"Campanha 192","2025-04-24","2025-05-16","33002.29","Publico Alvo 3","Sites de Notícias","Promocional","27.04","1000000"
1193,"Campanha 193","2022-03-31","2022-04-29","67066.35","Publico Alvo 4","Redes Sociais","Promocional","7.02","2000000"
1194,"Campanha 194","2023-03-01","2023-03-27",NULL,"Publico Alvo 5","Sites de Notícias","Divulgação","0.90","8000000"
1195,"Campanha 195","2023-07-01","2023-07-06",NULL,"Publico Alvo 1",NULL,"Mais Seguidores","29.63","3000000"
1196,"Campanha 196","2024-12-07","2024-12-30","61123.04","Publico Alvo 2","Redes Sociais","Promocional","29.86","7000000"
1197,"Campanha 197","2021-10-13","2021-11-01","73043.50","?","Sites de Notícias","Mais Seguidores","21.18","2000000"
1198,"Campanha 198","2022-09-17","2022-09-25","10351.26","Publico Alvo 4","Sites de Notícias","Promocional","0.74","6000000"
1199,"Campanha 199","2023-12-24","2024-01-09","54536.48","?","Sites de Notícias","Divulgação","24.37","3000000"
1200,"Campanha 200","2024-09-21","2024-09-30","62651.13","Publico Alvo 1","Sites de Notícias",NULL,"1.96","1000000"
1201,"Campanha 201","2023-12-14","2023-12-28","90968.29","Publico Alvo 2","Google","Mais Seguidores","17.36","3000000"
1202,"Campanha 202","2024-11-02","2024-11-09","42042.52","?","Google","Divulgação","20.92","8000000"
1203,"Campanha 203","2023-09-09","2023-09-29","67858.16","Publico Alvo 4","Google","Mais Seguidores","13.64","8000000"
1204,"Campanha 204","2025-04-07","2025-04-30","55999.86","Publico Alvo 5","Redes Sociais","Mais Seguidores","7.66","3000000"
1205,"Campanha 205","2021-10-14","2021-11-08","18063.11","Publico Alvo 1","Redes Sociais","Promocional","27.21","6000000"
1206,"Campanha 206","2022-08-28","2022-08-31","30110.13","?","Sites de Notícias","Mais Seguidores","15.36","4000000"
1207,"Campanha 207","2023-09-01","2023-09-24",NULL,"Publico Alvo 3","Sites de Notícias","Promocional","0.78","3000000"
1208,"Campanha 208","2021-09-25","2021-09-27","88645.56","?",NULL,"Promocional","18.61","7000000"
1209,"Campanha 209","2022-10-05","2022-11-02","85940.84","Publico Alvo 5","Google","Divulgação","2.11","5000000"
1210,"Campanha 210","2021-09-27","2021-10-09","27749.44","Publico Alvo 1","Sites de Notícias","Promocional","13.88","8000000"
1211,"Campanha 211","2022-01-09","2022-01-13","48980.39","Publico Alvo 2",NULL,"Promocional","2.30","3000000"
1212,"Campanha 212","2024-03-11","2024-03-23","53415.77","Publico Alvo 3",NULL,NULL,"14.19","9000000"
1213,"Campanha 213","2024-01-23","2024-02-21","60903.14","Publico Alvo 4","Sites de Notícias","Divulgação","11.90","2000000"
1214,"Campanha 214","2024-10-09","2024-10-26","14916.10","?","Google","Divulgação","1.95","6000000"
1215,"Campanha 215","2022-11-28","2022-12-07","48422.10","?","Google","Mais Seguidores","25.25","5000000"
1216,"Campanha 216","2024-12-10","2024-12-15",NULL,"Publico Alvo 2","Sites de Notícias","Divulgação","28.73","10000000"
1217,"Campanha 217","2022-12-13","2023-01-05",NULL,"?","Redes Sociais","Mais Seguidores","25.24","2000000"
1218,"Campanha 218","2021-06-26","2021-07-20","24547.21","Publico Alvo 4","Redes Sociais","Mais Seguidores","27.62","9000000"
1219,"Campanha 219","2023-02-28","2023-03-06","17102.24","?","Google","Divulgação","21.35","2000000"
1220,"Campanha 220","2022-02-28","2022-03-27","79504.30","?",NULL,NULL,"24.90","10000000"
1221,"Campanha 221","2023-03-04","2023-04-02","31171.14","?",NULL,"Divulgação","25.38","3000000"
1222,"Campanha 222","2022-01-06","2022-01-26","27752.14","Publico Alvo 3","Sites de Notícias","Promocional","27.41","4000000"
1223,"Campanha 223","2021-11-28","2021-12-15","37450.71","Publico Alvo 4",NULL,"Promocional","28.14","10000000"
1224,"Campanha 224","2025-05-07","2025-05-29","56419.29","Publico Alvo 5","Redes Sociais",NULL,"13.35","8000000"
1225,"Campanha 225","2021-11-07","2021-11-27","94107.22","Publico Alvo 1","Redes Sociais","Divulgação","29.84","7000000"
1226,"Campanha 226","2022-11-21","2022-12-13","75673.20","?","Sites de Notícias",NULL,"16.23","9000000"
1227,"Campanha 227","2024-04-09","2024-04-19","56391.12","Publico Alvo 3",NULL,"Promocional","20.72","4000000"
1228,"Campanha 228","2025-01-31","2025-02-16","81655.64","Publico Alvo 4","Sites de Notícias","Divulgação","14.29","3000000"
1229,"Campanha 229","2021-11-06","2021-11-26","15781.23","Publico Alvo 5","Sites de Notícias","Mais Seguidores","4.32","10000000"
1230,"Campanha 230","2021-11-12","2021-11-27","29084.25","Publico Alvo 1","Google","Mais Seguidores","26.24","2000000"
1231,"Campanha 231","2023-12-25","2024-01-07","54337.85","?","Sites de Notícias",NULL,"16.30","10000000"
1232,"Campanha 232","2024-06-06","2024-06-18","25394.50","Publico Alvo 3","Google","Promocional","22.68","8000000"
1233,"Campanha 233","2023-10-26","2023-11-15",NULL,"?",NULL,"Mais Seguidores","10.53","4000000"
1234,"Campanha 234","2021-08-28","2021-09-11","30678.62","Publico Alvo 5","Google","Promocional","5.38","8000000"
1235,"Campanha 235","2023-02-04","2023-02-16","2561.99","?","Sites de Notícias","Divulgação","26.47","1000000"
1236,"Campanha 236","2022-03-22","2022-04-16","20705.90","Publico Alvo 2",NULL,"Divulgação","6.62","1000000"
1237,"Campanha 237","2025-02-24","2025-03-08","98299.91","?","Sites de Notícias","Mais Seguidores","9.59","4000000"
1238,"Campanha 238","2022-03-12","2022-03-27","33950.72","?","Sites de Notícias","Promocional","1.92","8000000"
1239,"Campanha 239","2024-12-30","2025-01-06","39940.68","Publico Alvo 5","Redes Sociais","Mais Seguidores","29.91","6000000"
1240,"Campanha 240","2024-09-10","2024-09-12","96033.91","Publico Alvo 1","Google","Divulgação","6.44","2000000"
1241,"Campanha 241","2023-07-17","2023-08-05","60241.72","?","Sites de Notícias","Divulgação","29.95","9000000"
1242,"Campanha 242","2023-01-30","2023-02-21","22106.04","Publico Alvo 3","Sites de Notícias","Divulgação","25.14","5000000"
1243,"Campanha 243","2024-01-13","2024-02-03","78051.26","?","Sites de Notícias","Promocional","17.77","1000000"
1244,"Campanha 244","2024-12-03","2024-12-09","48090.29","?","Redes Sociais","Promocional","21.31","5000000"
1245,"Campanha 245","2024-04-02","2024-04-22","95603.11","Publico Alvo 1","Sites de Notícias",NULL,"20.50","10000000"
1246,"Campanha 246","2022-08-06","2022-08-15",NULL,"Publico Alvo 2","Sites de Notícias","Promocional","23.45","6000000"
1247,"Campanha 247","2025-02-12","2025-02-18","76210.69","Publico Alvo 3","Sites de Notícias",NULL,"9.67","10000000"
1248,"Campanha 248","2023-09-22","2023-09-25","27497.36","?","Redes Sociais","Divulgação","22.35","1000000"
1249,"Campanha 249","2024-11-04","2024-11-15","64988.14","Publico Alvo 5",NULL,NULL,"21.12","5000000"
1250,"Campanha 250","2024-05-06","2024-05-18","61648.08","Publico Alvo 1","Redes Sociais","Promocional","12.64","2000000"
1251,"Campanha 251","2025-04-13","2025-04-23","46774.05","?",NULL,"Promocional","12.69","4000000"
1252,"Campanha 252","2023-08-29","2023-09-09",NULL,"Publico Alvo 3",NULL,NULL,"21.02","1000000"
1253,"Campanha 253","2024-07-28","2024-08-01","38702.34","Publico Alvo 4","Sites de Notícias","Divulgação","15.02","4000000"
1254,"Campanha 254","2021-07-21","2021-07-27","8393.28","Publico Alvo 5","Sites de Notícias","Promocional","8.37","10000000"
1255,"Campanha 255","2022-01-25","2022-02-23","69035.54","Publico Alvo 1","Redes Sociais","Divulgação","28.90","8000000"
1256,"Campanha 256","2025-01-09","2025-02-05","99616.23","Publico Alvo 2","Redes Sociais","Promocional","16.06","1000000"
1257,"Campanha 257","2023-10-26","2023-11-05","57418.80","Publico Alvo 3","Redes Sociais","Mais Seguidores","29.75","1000000"
1258,"Campanha 258","2021-10-25","2021-10-26","36134.14","Publico Alvo 4","Sites de Notícias","Divulgação","28.45","9000000"
1259,"Campanha 259","2021-06-30","2021-07-25","70660.31","Publico Alvo 5","Redes Sociais","Divulgação","26.30","5000000"
1260,"Campanha 260","2025-03-22","2025-03-23","15143.99","Publico Alvo 1","Google",NULL,"23.70","2000000"
1261,"Campanha 261","2021-06-01","2021-06-26","29088.19","Publico Alvo 2","Sites de Notícias","Promocional","6.89","10000000"
1262,"Campanha 262","2022-04-09","2022-04-26","96623.07","Publico Alvo 3","Sites de Notícias","Mais Seguidores","5.57","6000000"
1263,"Campanha 263","2025-01-22","2025-02-20",NULL,"Publico Alvo 4","Redes Sociais",NULL,"1.48","5000000"
1264,"Campanha 264","2024-01-04","2024-01-19","82894.83","Publico Alvo 5","Sites de Notícias",NULL,"9.82","5000000"
1265,"Campanha 265","2023-06-29","2023-07-08",NULL,"Publico Alvo 1",NULL,"Promocional","21.99","10000000"
1266,"Campanha 266","2021-11-11","2021-11-28",NULL,"?","Redes Sociais","Mais Seguidores","12.46","2000000"
1267,"Campanha 267","2023-03-05","2023-03-19","66434.76","Publico Alvo 3","Google","Divulgação","26.24","6000000"
1268,"Campanha 268","2023-03-21","2023-03-25","97965.87","?","Sites de Notícias","Divulgação","12.33","2000000"
1269,"Campanha 269","2021-06-23","2021-06-27","35298.77","Publico Alvo 5","Google","Promocional","15.97","2000000"
1270,"Campanha 270","2021-06-18","2021-06-27",NULL,"Publico Alvo 1","Google",NULL,"19.53","8000000"
1271,"Campanha 271","2022-05-31","2022-06-03","76413.67","Publico Alvo 2","Redes Sociais","Mais Seguidores","2.76","1000000"
1272,"Campanha 272","2023-07-13","2023-07-24","11199.72","Publico Alvo 3","Redes Sociais","Promocional","6.66","5000000"
1273,"Campanha 273","2022-07-19","2022-07-25",NULL,"Publico Alvo 4","Sites de Notícias","Divulgação","0.51","1000000"
1274,"Campanha 274","2025-01-16","2025-02-15",NULL,"Publico Alvo 5","Google",NULL,"19.52","3000000"
1275,"Campanha 275","2022-05-08","2022-06-07","92714.19","Publico Alvo 1","Google","Promocional","14.49","10000000"
1276,"Campanha 276","2022-08-28","2022-09-12","74221.07","Publico Alvo 2","Sites de Notícias","Promocional","6.08","1000000"
1277,"Campanha 277","2022-01-15","2022-01-16","69281.36","Publico Alvo 3","Sites de Notícias",NULL,"23.73","1000000"
1278,"Campanha 278","2021-10-04","2021-11-01","11766.00","Publico Alvo 4",NULL,"Promocional","17.67","5000000"
1279,"Campanha 279","2023-10-20","2023-11-14","8169.00","Publico Alvo 5","Google","Divulgação","28.68","8000000"
1280,"Campanha 280","2023-10-23","2023-11-20","88341.94","Publico Alvo 1","Redes Sociais","Promocional","12.04","6000000"
1281,"Campanha 281","2023-02-07","2023-03-04","57498.90","Publico Alvo 2","Redes Sociais",NULL,"24.99","6000000"
1282,"Campanha 282","2023-09-30","2023-10-27","51161.65","?","Sites de Notícias","Promocional","20.23","7000000"
1283,"Campanha 283","2025-02-04","2025-02-09","59267.78","Publico Alvo 4","Sites de Notícias","Mais Seguidores","17.40","8000000"
1284,"Campanha 284","2023-09-10","2023-09-28","43524.00","Publico Alvo 5","Redes Sociais",NULL,"1.49","1000000"
1285,"Campanha 285","2024-02-29","2024-03-16","12935.95","Publico Alvo 1","Google","Mais Seguidores","29.70","7000000"
1286,"Campanha 286","2024-07-09","2024-08-03","94773.05","Publico Alvo 2","Google",NULL,"27.29","2000000"
1287,"Campanha 287","2023-04-10","2023-04-22","3622.65","Publico Alvo 3","Google","Mais Seguidores","1.11","7000000"
1288,"Campanha 288","2025-05-12","2025-05-25","17216.37","Publico Alvo 4",NULL,"Promocional","2.57","5000000"
1289,"Campanha 289","2023-08-24","2023-08-31",NULL,"Publico Alvo 5",NULL,"Promocional","26.66","3000000"
1290,"Campanha 290","2024-12-30","2025-01-01",NULL,"Publico Alvo 1","Redes Sociais","Promocional","20.33","8000000"
1291,"Campanha 291","2022-01-13","2022-02-12","53028.23","Publico Alvo 2","Redes Sociais","Mais Seguidores","21.85","8000000"
1292,"Campanha 292","2023-08-29","2023-09-05","73738.25","Publico Alvo 3",NULL,"Divulgação","7.23","7000000"
1293,"Campanha 293","2024-11-30","2024-12-20","96453.85","Publico Alvo 4","Sites de Notícias","Divulgação","0.21","9000000"
1294,"Campanha 294","2024-12-28","2024-12-31","75354.82","?","Sites de Notícias",NULL,"24.52","10000000"
1295,"Campanha 295","2022-02-22","2022-03-10","8613.82","Publico Alvo 1",NULL,"Divulgação","18.28","10000000"
1296,"Campanha 296","2024-08-21","2024-09-07",NULL,"Publico Alvo 2",NULL,"Divulgação","23.02","1000000"
1297,"Campanha 297","2022-05-19","2022-06-09","95898.38","Publico Alvo 3","Redes Sociais","Mais Seguidores","9.88","5000000"
1298,"Campanha 298","2024-02-04","2024-02-26","58446.44","Publico Alvo 4","Redes Sociais","Mais Seguidores","6.87","6000000"
1299,"Campanha 299","2023-11-01","2023-11-05","83961.88","Publico Alvo 5","Sites de Notícias","Divulgação","20.86","10000000"
1300,"Campanha 300","2023-11-07","2023-11-12","78107.44","?","Redes Sociais","Mais Seguidores","6.53","9000000"
1301,"Campanha 301","2024-12-17","2025-01-01","4397.00","?","Sites de Notícias",NULL,"29.97","1000000"
1302,"Campanha 302","2023-03-29","2023-04-04","64646.34","Publico Alvo 3",NULL,"Mais Seguidores","10.96","1000000"
1303,"Campanha 303","2023-06-13","2023-07-07",NULL,"Publico Alvo 4",NULL,"Divulgação","5.47","7000000"
1304,"Campanha 304","2022-10-11","2022-10-22","94943.97","Publico Alvo 5",NULL,"Promocional","13.27","4000000"
1305,"Campanha 305","2022-09-25","2022-10-23","15831.13","Publico Alvo 1","Google","Divulgação","15.95","4000000"
1306,"Campanha 306","2025-05-03","2025-06-02","95651.69","Publico Alvo 2","Redes Sociais","Mais Seguidores","23.55","10000000"
1307,"Campanha 307","2022-09-17","2022-10-02","18535.37","?","Sites de Notícias","Divulgação","8.47","2000000"
1308,"Campanha 308","2021-06-26","2021-07-26","67785.99","Publico Alvo 4","Google","Mais Seguidores","1.84","8000000"
1309,"Campanha 309","2025-05-26","2025-05-30","74394.04","?",NULL,"Mais Seguidores","28.26","4000000"
1310,"Campanha 310","2023-12-18","2023-12-30","13006.90","?","Google","Divulgação","19.84","2000000"
1311,"Campanha 311","2022-07-31","2022-08-29",NULL,"Publico Alvo 2","Google","Divulgação","22.55","10000000"
1312,"Campanha 312","2022-07-24","2022-08-03","76978.00","Publico Alvo 3","Redes Sociais","Mais Seguidores","20.73","5000000"
1313,"Campanha 313","2021-10-30","2021-11-15","78079.09","Publico Alvo 4","Google","Mais Seguidores","17.90","7000000"
1314,"Campanha 314","2021-12-22","2022-01-04","98329.87","Publico Alvo 5","Google","Mais Seguidores","0.31","8000000"
1315,"Campanha 315","2024-10-12","2024-10-15","22436.77","Publico Alvo 1","Google","Promocional","16.36","1000000"
1316,"Campanha 316","2023-08-20","2023-09-17","37341.39","Publico Alvo 2",NULL,"Mais Seguidores","5.64","4000000"
1317,"Campanha 317","2024-11-28","2024-12-13","4208.24","Publico Alvo 3","Sites de Notícias",NULL,"7.92","7000000"
1318,"Campanha 318","2024-10-12","2024-10-17",NULL,"Publico Alvo 4",NULL,NULL,"15.38","10000000"
1319,"Campanha 319","2021-06-25","2021-07-24","10601.73","Publico Alvo 5","Sites de Notícias","Mais Seguidores","22.02","6000000"
1320,"Campanha 320","2022-07-18","2022-08-04","60777.06","Publico Alvo 1","Sites de Notícias","Divulgação","17.31","9000000"
1321,"Campanha 321","2022-08-10","2022-09-07","7607.88","Publico Alvo 2","Google","Divulgação","28.93","8000000"
1322,"Campanha 322","2023-06-28","2023-07-08","34144.96","Publico Alvo 3","Redes Sociais","Promocional","5.25","6000000"
1323,"Campanha 323","2022-08-02","2022-08-05","24404.99","Publico Alvo 4","Sites de Notícias","Promocional","26.74","1000000"
1324,"Campanha 324","2024-05-04","2024-05-21","26231.90","Publico Alvo 5","Redes Sociais","Divulgação","5.67","5000000"
1325,"Campanha 325","2023-06-24","2023-06-27","95800.11","?","Redes Sociais","Promocional","24.25","2000000"
1326,"Campanha 326","2022-02-13","2022-03-12","80300.41","?","Redes Sociais","Promocional","5.11","7000000"
1327,"Campanha 327","2022-07-16","2022-07-29","72560.05","Publico Alvo 3",NULL,NULL,"14.08","2000000"
1328,"Campanha 328","2025-04-08","2025-04-25",NULL,"Publico Alvo 4","Redes Sociais","Promocional","5.98","4000000"
1329,"Campanha 329","2021-09-27","2021-10-03","32111.85","Publico Alvo 5","Redes Sociais","Mais Seguidores","24.47","5000000"
1330,"Campanha 330","2023-02-02","2023-02-23",NULL,"Publico Alvo 1","Redes Sociais","Mais Seguidores","0.09","3000000"
1331,"Campanha 331","2023-09-18","2023-10-03",NULL,"Publico Alvo 2","Google",NULL,"21.24","7000000"
